 day;shift;worker_name;machine_name;machine_number;part_name_number;operation_number;adjustment_data;work_time;pause_time;processed_quantity;material_error;labor_error;efficiency
8;1;id11;YCM NSV 106A.2;109;HOUSING;50;13,5;6,5;0,5;96;0;0;109,40
8;2;id41;YCM NSV 106A.2;109;HOUSING;50;13,5;6,5;0,5;96;0;0;109,40
8;2;id15;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;108;0;0;96,43
8;1;id3;DNR 1060.1;116;HOUSING;40;16;6;0,5;96;0;0;100,00
8;1;id3;DNR 1060.1;116;260 HOUSING;40;16;0,5;0;6;0;0;75,00
8;2;id19;DNR 1060.1;116;260 HOUSING;40;16;7;0;120;0;0;107,14
8;3;id29;DNR 1060.1;116;260 HOUSING;40;16;5;0;87;0;0;108,75
8;3;id29;DNR 1060.1;116;HOUSING;50;13,5;2;0;22;0;2;81,48
8;1;id14;DNR 1060.2;117;260 HOUSING;30;14;4;0;60;0;0;107,14
8;1;id14;DNR 1060.2;117;HOUSING;30;16;2;1;30;0;0;93,75
8;1;id2;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;120;0;0;107,14
9;1;id38;AKIRA SEIKI 3.1;86;WATT MOTOR;40;9;5;0;37;0;0;82,22
9;2;id15;AKIRA SEIKI 3.1;86;WATT MOTOR;40;9;0,5;0;5;0;0;111,11
9;2;id16;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;3,25;0;67;0;0;82,46
9;1;id36;YCM 56 A.1;68;037 HOUSING;70;25;2,5;0;68;0;0;108,80
9;2;id4;DAEWOO 41D-1;91;DECKEL 76;20;26;7;0;176;0;0;96,70
9;1;id44;HYUNDAI HD2200;98;EPMV;20;20;1;0,5;17;0;0;85,00
9;3;id5;HYUNDAI HD2200;98;EPMT;20;20;4;0;75;0;0;93,75
9;1;id17;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;131;0;0;85,06
9;2;id26;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;130;0;0;84,42
9;3;id20;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;126;0;0;81,82
9;1;id24;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;95;0;0;79,83
9;2;id25;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;108;0;0;90,76
9;3;id23;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;136;0;0;88,31
9;2;id20;VICTOR 26.1;60;EPMT;10;17;7;0;110;0;0;92,44
9;1;id46;VICTOR 26.2;65;HOUSING;10;17;5,5;0;74;0;0;79,14
9;2;id5;VICTOR 26.2;65;HOUSING;10;17;7;0;110;0;0;92,44
9;1;id49;VICTOR 20.2;67;STATOR;20;30;1,5;0;41;0;0;91,11
9;1;id44;VICTOR 20.2;67;STATOR;20;30;5,5;0;126;0;0;76,36
9;1;id7;DNR TTH8.1;112;SUPPORT PLATE;20;22;7;0;120;0;0;77,92
9;1;id36;YCM APC.2;75;038 HOOD;60-70;40;4,5;0;189;0;0;105,00
9;1;id18;YCM TC-16LB.1;108;STATOR;10;25;7;0;153;0;0;87,43
9;1;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;64;0;0;91,43
9;2;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6,75;0,25;68;0;0;100,74
9;3;id42;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;72;0;0;102,86
9;1;id21;STAMA MC335.2;102;HOUSING;30-40;19;6,5;0,5;107;0;1;86,64
9;1;id30;TMC700.1;64;HOUSING;70;50;3,5;0;264;0;0;150,86
9;1;id30;TAKSAN TMC700.3;80;HOUSING;60;56;3,5;0;250;0;0;127,55
9;1;id50;DNR TTH8.2;114;HOUSING;20;25;7;0;150;0;0;85,71
9;3;id5;DNR TTH8.2;114;HOUSING;20;25;3;0;80;0;0;106,67
9;1;id34;DNR TTH8.3;115;DECKEL;10;20;7;0;140;0;0;100,00
9;2;id37;DNR TTH8.3;115;DECKEL;10;20;7;0;120;0;0;85,71
20;1;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6,5;0,5;64;0;0;98,46
20;2;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;64;0;0;91,43
21;1;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
21;2;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6,25;0,75;64;0;0;102,40
9;1;id38;YCM NSV 106A.1;106;038 HOOD;40;10;2;0;19;0;0;95,00
9;1;id39;YCM NMW 106A.2;105;260 HOUSING;60;27;2;0;67;0;0;124,07
9;2;id16;YCM NMW 106A.2;105;260 HOUSING;60;27;3,25;0;78;0;0;88,89
9;1;id40;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;134;0;0;76,57
9;2;id13;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;2;0;40;0;0;80,00
9;1;id11;YCM NSV 106A.2;109;HOUSING;50;13,5;4;0;54;0;0;100,00
9;1;id11;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;2,25;0,75;21;0;0;103,70
9;2;id41;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;6,5;0,5;41;0;9;70,09
9;3;id29;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;47;0;0;74,60
9;1;id2;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;126;0;0;112,50
9;2;id15;YCM NSV 106A.3;110;BODY BEARING;30;16;6,5;0;108;0;0;103,85
9;2;id16;YCM NSV 106A.3;110;BODY BEARING;30;16;0,5;0;6;0;0;75,00
9;3;id10;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;114;0;0;101,79
9;1;id3;DNR 1060.1;116;HOUSING;50;13,5;7;0;100;0;0;105,82
9;2;id9;DNR 1060.1;116;HOUSING;50;13,5;7;0;114;0;0;120,63
9;3;id22;DNR 1060.2;117;HOUSING;30;16;7;0;126;0;0;112,50
9;1;id38;AKIRA SEIKI 3.1;86;WATT MOTOR;40;9;5;0;37;0;0;82,22
9;2;id15;AKIRA SEIKI 3.1;86;WATT MOTOR;40;9;0,5;0;5;0;0;111,11
10;1;id52;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;105;0;0;93,75
10;1;id38;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;7;0;174;0;0;99,43
10;2;id16;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;4,5;0;116;0;0;103,11
10;1;id3;DAEWOO 41D-1;91;DECKEL 76;20;26;7;0;240;0;0;131,87
10;2;id4;DAEWOO 41D-1;91;DECKEL 76;20;26;7;0;200;0;0;109,89
10;1;id44;HYUNDAI HD2200;98;EPMT;20;20;1,5;0;23;0;0;76,67
10;3;id31;HYUNDAI HD2200;98;EPMT;20;20;3,5;0;76;0;0;108,57
10;1;id17;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;130;1;0;84,42
10;2;id25;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;5;0;77;0;0;70,00
10;2;id26;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;1;0;20;0;0;90,91
10;3;id20;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;130;2;0;84,42
10;1;id24;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;90;1;2;75,63
10;2;id31;HYUNDAI SKT L3;84;HOUSING;10;17;3,5;0;44;0;0;73,95
10;2;id26;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;6;0;110;0;0;83,33
10;3;id23;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;150;0;0;97,40
10;1;id44;VICTOR 26.1;60;EPMT;10;17;4,5;0;63;0;0;82,35
10;1;id46;VICTOR 26.2;65;HOUSING;10;17;7;0;97;0;0;81,51
10;2;id25;VICTOR 26.2;65;HOUSING;10;17;1;0;15;0;0;88,24
10;1;id44;VICTOR 26.3;81;BEARING BODY;10;17;1;0;12;0;0;70,59
10;2;id25;VICTOR 26.3;81;BEARING BODY;10;17;1;0;14;0;0;82,35
10;1;id7;DNR TTH8.1;112;SUPPORT PLATE;20;22;7;0;115;0;0;74,68
10;1;id18;YCM TC-16LB.1;108;STATOR;10;25;7;0;150;0;0;85,71
10;1;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
10;2;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6,5;0,5;64;0;0;98,46
10;3;id10;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;72;0;0;102,86
10;1;id21;STAMA MC335.2;102;HOUSING;30-40;19;7;0;132;0;0;99,25
10;1;id30;TMC700.1;64;HOUSING;70;50;3,5;0;352;0;0;201,14
10;1;id30;TAKSAN TMC700.3;80;HOUSING;60;56;3,5;0;354;0;0;180,61
10;1;id50;DNR TTH8.2;114;HOUSING;20;25;7;0;165;0;0;94,29
10;3;id5;DNR TTH8.2;114;HOUSING;20;25;5;0;110;0;0;88,00
10;1;id34;DNR TTH8.3;115;DECKEL;10;20;7;0;140;0;0;100,00
10;2;id16;YCM NMW 106A.2;105;260 HOUSING;60;27;2,5;0;74;0;0;109,63
10;1;id40;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;125;0;0;71,43
10;1;id11;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;50;0;0;79,37
10;2;id41;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;50;0;0;79,37
10;3;id29;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;50;0;0;79,37
10;1;id2;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;132;0;0;117,86
10;2;id15;YCM NSV 106A.3;110;BODY BEARING;30;16;6,5;0,5;120;0;0;115,38
10;3;id42;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;120;0;0;107,14
10;1;id36;DNR 1060.1;116;HOUSING;40;16;5;0;84;0;0;105,00
10;2;id9;DNR 1060.1;116;HOUSING;40;16;7;0;108;0;0;96,43
10;1;id14;DNR 1060.2;117;HOUSING;30;16;7;0;138;0;0;123,21
10;1;id52;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;105;0;0;93,75
11;1;id38;AKIRA SEIKI 3.3;88;HOUSING;30;16;6,5;0;100;0;0;96,15
11;2;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;115;0;0;102,68
11;1;id38;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;0,5;0;11;0;0;88,00
11;1;id52;YCM 56 A.1;68;037 HOUSING;70;25;7;0;179;0;0;102,29
11;1;id3;DAEWOO 41D-1;91;DECKEL 76;20;26;4;0;112;0;0;107,69
11;1;id17;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;130;0;1;84,42
11;2;id26;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;6,5;0,5;130;0;0;90,91
11;3;id5;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;120;0;0;77,92
11;1;id24;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;93;0;0;78,15
11;2;id25;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;100;0;2;84,03
21;1;id22;DNR TTH8.2;114;BODY BEARING;10;17;2;0;30;0;0;88,24
21;2;id27;DNR TTH8.2;114;BODY BEARING;10;17;7;0;100;0;1;84,03
11;2;id37;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;120;0;0;77,92
11;3;id31;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;120;0;2;77,92
11;1;id46;VICTOR 26.2;65;HOUSING;10;17;7;0;90;1;1;75,63
11;1;id41;VICTOR 20.2;67;STATOR;20;30;7;0;175;0;0;83,33
11;1;id7;DNR TTH8.1;112;SUPPORT PLATE;20;22;7;0;135;0;0;87,66
11;1;id39;YCM APC.2;75;038 HOOD;60-70;40;5;0;255;0;0;127,50
11;1;id18;YCM TC-16LB.1;108;STATOR;10;25;5,5;1,5;125;0;0;90,91
11;1;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6;1;60;0;0;100,00
11;2;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
11;3;id10;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;72;0;0;102,86
11;1;id21;STAMA MC335.2;102;HOUSING;30-40;19;7;0;140;0;0;105,26
11;1;id30;TMC700.1;64;HOUSING;70;50;3,5;0;342;0;0;195,43
11;1;id30;TAKSAN TMC700.3;80;HOUSING;60;56;3,5;0;342;0;0;174,49
11;1;id50;DNR TTH8.2;114;HOUSING;20;25;7;0;150;0;0;85,71
11;2;id20;DNR TTH8.2;114;HOUSING;20;25;3,5;0;75;0;0;85,71
11;2;id20;DNR TTH8.3;115;DECKEL;10;20;3,5;0;65;0;0;92,86
11;3;id20;DNR TTH8.3;115;DECKEL;10;20;7;0;130;0;0;92,86
11;1;id40;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;125;0;0;71,43
11;1;id11;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;50;0;0;79,37
11;2;id51;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;6,5;0,5;48;0;1;82,05
11;1;id2;YCM NSV 106A.3;110;BODY BEARING;30;16;5;2;84;0;0;105,00
11;3;id42;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;120;0;0;107,14
11;1;id3;DNR 1060.1;116;HOUSING;40;16;3;0;66;0;0;137,50
11;2;id19;DNR 1060.1;116;HOUSING;40;16;7;0;108;0;0;96,43
11;1;id39;DNR 1060.2;117;HOUSING;30;16;2;0;30;0;0;93,75
11;1;id14;DNR 1060.2;117;HOUSING;30;16;1,5;0,5;30;0;0;125,00
11;1;id38;AKIRA SEIKI 3.3;88;HOUSING;30;16;6,5;0;100;0;0;96,15
11;2;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;115;0;0;102,68
13;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;6,5;0,5;110;0;0;105,77
13;2;id38;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;7;0;200;0;0;114,29
20;1;id34;DNR TTH8.3;115;DECKEL;10;20;7;0;135;0;0;96,43
21;1;id20;DNR TTH8.3;115;DECKEL;10;20;7;0;125;0;0;89,29
21;2;id20;DNR TTH8.3;115;DECKEL;10;20;7;0;125;0;0;89,29
13;1;id4;DAEWOO 41D-1;91;DECKEL 76;20;26;7;0;192;0;0;105,49
13;1;id17;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;131;2;0;85,06
13;2;id5;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;118;2;0;76,62
13;3;id44;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;130;0;0;84,42
13;3;id24;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;100;0;0;84,03
13;1;id25;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;4,5;2,5;82;0;0;82,83
13;2;id31;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;125;0;0;81,17
13;3;id32;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;127;0;0;82,47
13;1;id46;VICTOR 26.2;65;HOUSING;10;17;7;0;94;0;0;78,99
13;2;id7;DNR TTH8.1;112;SUPPORT PLATE;20;22;7;0;125;0;0;81,17
13;1;id26;YCM TC-16LB.1;108;STATOR;10;25;7;0;160;2;0;91,43
13;1;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6;1;64;0;0;106,67
13;2;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;64;0;0;91,43
13;3;id36;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
20;1;id2;YCM NSV 106A.1;106;038 HOOD;40;10;1;0;12;0;0;120,00
13;1;id21;STAMA MC335.2;102;HOUSING;30-40;19;7;0;156;0;0;117,29
13;1;id30;TMC700.1;64;HOUSING;70;50;3,5;0;324;0;0;185,14
13;1;id30;TAKSAN TMC700.3;80;HOUSING;60;56;3,5;0;324;0;0;165,31
13;1;id50;DNR TTH8.2;114;HOUSING;20;25;7;0;144;0;0;82,29
13;2;id23;DNR TTH8.2;114;HOUSING;20;25;7;0;160;0;1;91,43
13;1;id37;DNR TTH8.3;115;DECKEL;10;20;6;1;120;0;0;100,00
13;2;id34;DNR TTH8.3;115;DECKEL;10;20;7;0;140;0;0;100,00
13;3;id20;DNR TTH8.3;115;DECKEL;10;20;7;0;125;0;1;89,29
13;1;id40;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;125;0;0;71,43
13;2;id18;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;145;0;0;82,86
13;1;id41;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;50;0;0;79,37
13;2;id11;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;6;1;45;1;0;83,33
13;3;id3;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;55;0;0;87,30
13;1;id13;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;102;0;0;91,07
13;2;id42;YCM NSV 106A.3;110;038 HOOD;20-30;7;7;0;44;0;0;89,80
13;3;id12;YCM NSV 106A.3;110;038 HOOD;20-30;7;7;0;44;0;0;89,80
13;1;id9;DNR 1060.1;116;HOUSING;40;16;7;0;120;0;0;107,14
13;2;id4;DNR 1060.1;116;HOUSING;40;16;5,5;0;78;0;0;88,64
20;1;id2;YCM NMW 106A.2;105;HEMA 867;10;9;6;0;48;0;0;88,89
21;1;id2;YCM NMW 106A.2;105;HEMA 867;10;9;7;0;52;0;0;82,54
13;2;id4;DNR 1060.1;116;HOUSING;50;13,5;1,5;0;18;0;0;88,89
13;1;id14;DNR 1060.2;117;HOUSING;30;16;6;1;102;0;0;106,25
13;2;id14;DNR 1060.2;117;HOUSING;30;16;7;0;129;0;3;115,18
13;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;6,5;0,5;110;0;0;105,77
14;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;125;0;0;111,61
14;2;id38;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;6,5;0,5;170;0;0;104,62
14;1;id4;DAEWOO 41D-1;91;DECKEL 76;20;26;7;0;160;0;0;87,91
14;2;id34;HYUNDAI SKT L1;82;WATT MOTOR;10;3;7;0;21;0;0;100,00
14;1;id17;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;135;3;0;87,66
14;3;id24;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;90;1;0;75,63
14;1;id25;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;122;1;0;79,22
14;2;id31;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;126;0;0;81,82
14;3;id32;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;140;0;0;90,91
14;3;id20;VICTOR 26.1;60;EPMT;10;17;7;0;105;0;0;88,24
14;1;id46;VICTOR 26.2;65;HOUSING;10;17;7;0;101;0;0;84,87
14;1;id45;VİCTOR P20.1;97;HOUSING;20;25;7;0;116;0;0;66,29
14;2;id7;DNR TTH8.1;112;SUPPORT PLATE;20;22;7;0;125;1;0;81,17
14;1;id30;YCM APC.2;75;038 HOOD;60-70;40;2;0;184;0;0;230,00
14;1;id26;YCM TC-16LB.1;108;STATOR;10;25;6,25;0,75;145;0;0;92,80
21;2;id15;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;2;0;56;0;0;112,00
14;2;id18;YCM TC-16LB.1;108;STATOR;10;25;7;0;160;4;0;91,43
14;1;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6,25;0,75;64;0;0;102,40
14;2;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
14;3;id36;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
14;1;id21;STAMA MC335.2;102;HOUSING;30-40;19;5,5;1,5;84;0;0;80,38
14;1;id30;TMC700.1;64;HOUSING;70;50;2,5;0;258;0;0;206,40
14;1;id30;TAKSAN TMC700.3;80;HOUSING;60;56;2,5;0;258;0;0;184,29
14;1;id50;DNR TTH8.2;114;HOUSING;20;25;7;0;165;0;0;94,29
14;2;id23;DNR TTH8.2;114;HOUSING;20;25;7;0;170;1;0;97,14
14;3;id53;DNR TTH8.2;114;HOUSING;20;25;5,5;1,5;98;0;5;71,27
14;1;id37;DNR TTH8.3;115;DECKEL;10;20;7;0;135;0;0;96,43
14;2;id4;YCM NSV 106A.1;106;038 HOOD;40;10;7;0;52;0;0;74,29
14;2;id14;YCM NMW 106A.2;105;WATT MOTOR;20-30;3;7;0;26;0;0;123,81
14;1;id40;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;140;0;0;80,00
14;2;id16;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;180;0;0;102,86
14;1;id41;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;6,5;0,5;46;0;0;78,63
14;2;id11;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;52;0;0;82,54
14;1;id13;YCM NSV 106A.3;110;038 HOOD;20-30;7;1;0;8;0;0;114,29
14;1;id13;YCM NSV 106A.3;110;BODY BEARING;30;16;6;0;80;0;0;83,33
14;2;id42;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;126;0;0;112,50
14;3;id3;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;108;0;0;96,43
14;2;id54;DNR 1060.1;116;HOUSING;40;16;7;0;70;0;0;62,50
14;2;id2;DNR 1060.2;117;HOUSING;30;16;6,5;0,5;133;0;0;127,88
14;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;125;0;0;111,61
15;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;6,5;0,5;105;0;0;100,96
15;2;id2;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;120;0;0;107,14
15;1;id30;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;1;0;45;0;0;180,00
15;1;id4;DAEWOO 41D-1;91;DECKEL 76;20;26;4,5;0;128;0;0;109,40
15;2;id4;DAEWOO 41D-1;91;DECKEL 76;20;26;7;0;160;0;0;87,91
15;1;id17;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;130;0;1;84,42
15;2;id18;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;108;0;0;70,13
15;2;id20;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;100;1;0;84,03
15;1;id25;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;126;1;0;81,82
15;2;id23;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;150;0;0;97,40
20;1;id40;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;42;0;0;66,67
21;1;id40;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;3,5;0;35;0;0;111,11
15;3;id20;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;120;0;0;77,92
15;1;id45;VICTOR 26.1;60;EPMT;10;17;7;0;102;0;0;85,71
15;1;id46;VICTOR 26.2;65;HOUSING;10;17;7;0;90;0;0;75,63
15;3;id24;VICTOR 26.2;65;HOUSING;10;17;7;0;84;0;5;70,59
15;2;id7;VICTOR 20.2;67;STATOR;20;30;7;0;127;0;0;60,48
15;1;id26;YCM TC-16LB.1;108;STATOR;10;20;7;0;140;0;0;100,00
15;1;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
15;2;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
15;3;id36;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;72;0;0;102,86
15;1;id21;STAMA MC335.2;102;HOUSING;30-40;19;6,5;0,5;108;0;0;87,45
15;1;id30;TMC700.1;64;HOUSING;70;50;3;0;230;0;0;153,33
15;1;id30;TAKSAN TMC700.3;80;HOUSING;60;56;3;0;240;0;0;142,86
15;1;id50;DNR TTH8.2;114;HOUSING;20;25;6;1;125;0;0;83,33
15;3;id53;DNR TTH8.2;114;HOUSING;20;25;7;0;140;0;0;80,00
15;1;id37;DNR TTH8.3;115;DECKEL;10;20;7;0;145;0;0;103,57
15;2;id34;DNR TTH8.3;115;DECKEL;10;20;6,5;0,5;138;1;1;106,15
15;1;id4;YCM NSV 106A.1;106;038 HOOD;40;10;2,5;0;20;0;0;80,00
15;1;id39;YCM NSV 106A.1;106;WATT MOTOR;20-30;3;3;0;11;0;0;122,22
15;1;id14;YCM NSV 106A.1;106;WATT MOTOR;20-30;3;5;0;16;0;0;106,67
15;1;id39;YCM NMW 106A.2;105;WATT MOTOR;40;9;4;0;32;0;0;88,89
15;1;id14;YCM NMW 106A.2;105;WATT MOTOR;40;9;2;0;16;0;0;88,89
15;2;id39;YCM NMW 106A.2;105;WATT MOTOR;40;9;6,25;0,75;54;0;0;96,00
15;1;id40;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;125;0;0;71,43
15;3;id3;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;135;0;0;77,14
15;1;id41;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;50;0;0;79,37
15;2;id11;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;54;0;0;85,71
20;1;id38;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;108;0;0;96,43
21;1;id38;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;120;0;0;107,14
21;3;id13;YCM NSV 106A.3;110;038 HOOD;20-30;7;5;0;30;0;0;85,71
15;3;id32;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;60;0;0;95,24
15;2;id29;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;108;0;0;96,43
15;1;id9;DNR 1060.1;116;HOUSING;50;13,5;7;0;96;0;0;101,59
15;2;id54;DNR 1060.1;116;HOUSING;50;13,5;7;0;76;0;0;80,42
15;2;id14;DNR 1060.2;117;HOUSING;30;16;6,5;0,5;108;0;0;103,85
15;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;6,5;0,5;105;0;0;100,96
15;2;id2;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;120;0;0;107,14
16;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;115;0;0;102,68
16;2;id38;AKIRA SEIKI 3.4;89;SUPPORT PLATE;30;25;5;0;104;0;0;83,20
16;2;id38;AKIRA SEIKI 3.4;89;TOPUK;10;20;2;0;40;0;0;100,00
16;1;id5;HYUNDAI HD2200;98;EPMT;20;20;3,5;0,5;60;0;0;85,71
16;2;id19;HYUNDAI HD2200;98;EPMT;20;20;6;1;87;0;0;72,50
16;2;id7;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;5;2;83;0;0;75,45
16;3;id43;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;95;0;0;61,69
16;1;id25;HYUNDAI SKT L3;84;HOUSING;10;17;7;0;100;0;0;84,03
16;1;id21;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;6,5;0,5;124;0;0;86,71
